index,POI
"(2, 14)","房产小区:住宅区:住宅小区,基础设施:道路附属:路口,购物:便利店,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,文化场馆:展览馆,房产小区:住宅区:住宅小区,汽车:汽车维修,购物:旧货市场,汽车:汽车养护,汽车:汽车配件销售,房产小区:住宅区:住宅小区"
"(2, 17)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:家政:月嫂保姆,美食:中餐厅:东北菜,购物:农贸市场,房产小区:住宅区:住宅小区,美食:火锅,教育学校:职业技术学校,房产小区:住宅区:住宅小区,公司企业:公司企业,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:中石化,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,教育学校:幼儿园,房产小区:住宅区:住宅小区"
"(1, 17)","酒店宾馆:酒店宾馆,酒店宾馆:经济型酒店,房产小区:商务楼宇,旅游景点:公园,房产小区:房产小区附属,地名地址:行政地名,美食:中餐厅:其它中餐厅,房产小区:商务楼宇,房产小区:住宅区:住宅小区,生活服务:家政:月嫂保姆,银行金融:银行,房产小区:住宅区:住宅小区,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:住宅区:住宅小区,美食:中餐厅:酒楼,银行金融:银行,公司企业:公司企业,教育学校:培训,房产小区:商务楼宇"
"(0, 16)","美食:中餐厅:其它中餐厅,酒店宾馆:星级酒店,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,生活服务:婚庆服务,旅游景点:城市广场,房产小区:住宅区:住宅小区,银行金融:银行,房产小区:住宅区:住宅小区,生活服务:婚庆服务,娱乐休闲:KTV,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:小吃快餐,酒店宾馆:星级酒店,教育学校:中学,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(3, 19)",美食:小吃快餐
"(3, 18)",房产小区:住宅区:住宅小区
"(9, 5)",None
"(8, 11)",旅游景点:公园
"(9, 9)","房产小区:住宅区:住宅小区,购物:家具家居建材,娱乐休闲:KTV,汽车:汽车销售,酒店宾馆:酒店宾馆,娱乐休闲:KTV,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:汽车销售,娱乐休闲:KTV,房产小区:住宅区:住宅小区,汽车:汽车销售,汽车:汽车养护,地名地址:道路名,汽车:汽车养护,房产小区:住宅区:住宅小区,机构团体:公检法机构"
"(9, 8)",None
"(11, 2)","美食:烧烤,机构团体:政府机关,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,娱乐休闲:KTV,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,美食:海鲜,基础设施:交通设施:长途汽车站,酒店宾馆:酒店宾馆,美食:小吃快餐,汽车:汽车维修,公司企业:公司企业,娱乐休闲:洗浴推拿足疗:足疗,医疗保健:诊所,教育学校:大学,酒店宾馆:酒店宾馆,运动健身:台球馆,汽车:汽车养护,购物:家具家居建材:建材"
"(11, 1)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:交通设施:火车站,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:超市,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆"
"(10, 1)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:交通设施:火车站,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:超市,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆"
"(10, 2)",房产小区:住宅区:住宅小区
"(10, 3)","购物:综合商场,房产小区:住宅区:宿舍,机构团体:政府机关,房产小区:商务楼宇,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:房产小区附属,购物:综合商场:购物中心,购物:综合商场:购物中心,娱乐休闲:电影院,教育学校:大学,酒店宾馆:酒店宾馆,教育学校:中学,购物:其它购物,房产小区:商务楼宇,美食:自助餐,美食:小吃快餐,娱乐休闲:KTV,购物:数码家电,酒店宾馆:酒店宾馆"
"(11, 3)","购物:综合商场,房产小区:住宅区:宿舍,机构团体:政府机关,房产小区:商务楼宇,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:房产小区附属,购物:综合商场:购物中心,购物:综合商场:购物中心,娱乐休闲:电影院,教育学校:大学,酒店宾馆:酒店宾馆,教育学校:中学,购物:其它购物,房产小区:商务楼宇,美食:自助餐,美食:小吃快餐,娱乐休闲:KTV,购物:数码家电,酒店宾馆:酒店宾馆"
"(11, 4)",美食:小吃快餐
"(11, 0)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:经济型酒店,基础设施:交通设施:地铁站,汽车:汽车销售,机构团体:政府机关,教育学校:中学,美食:小吃快餐,美食:小吃快餐,购物:数码家电,公司企业:公司企业,美食:火锅,房产小区:住宅区:住宅小区,房产小区:房产小区附属,机构团体:科研机构,美食:其它美食,美食:中餐厅:其它中餐厅,公司企业:企业/工厂,公司企业:公司企业,酒店宾馆:酒店宾馆"
"(5, 16)",None
"(12, 3)","教育学校:职业技术学校,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,医疗保健:综合医院,娱乐休闲:网吧,地名地址:行政地名,房产小区:住宅区:住宅小区,医疗保健:药房药店,房产小区:住宅区:宿舍,地名地址:行政地名,房产小区:住宅区:宿舍,地名地址:道路名,酒店宾馆:酒店宾馆,医疗保健:医疗保健附属:其它医疗保健附属,酒店宾馆:酒店宾馆,运动健身:篮球场,美食:烧烤,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆"
"(12, 4)",教育学校:大学
"(15, 3)","房产小区:住宅区:住宅小区,美食:中餐厅:川菜,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,娱乐休闲:网吧,地名地址:行政地名,美食:小吃快餐,美食:火锅,购物:便利店,教育学校:小学,教育学校:幼儿园,地名地址:行政地名,生活服务:邮局速递:速递,房产小区:住宅区:住宅小区,汽车:汽车维修,地名地址:自然地名:河流,美食:小吃快餐,美食:火锅,美食:烧烤,酒店宾馆:酒店宾馆"
"(7, 18)",购物:综合商场
"(6, 23)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:诊所,医疗保健:综合医院,房产小区:住宅区:住宅小区,生活服务:美容美发:美容SPA,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,教育学校:中学,酒店宾馆:其它酒店宾馆,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,文化场馆:文化宫,购物:综合商场,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(7, 23)","基础设施:交通设施:长途汽车站,购物:综合商场:购物中心,美食:小吃快餐,地名地址:行政地名,购物:便利店,娱乐休闲:咖啡厅,基础设施:交通设施:交通服务相关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:烟酒专卖,娱乐休闲:KTV,房产小区:住宅区:住宅小区,购物:超市,购物:综合商场,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,娱乐休闲:网吧,运动健身:健身中心"
"(7, 24)",None
"(5, 10)",教育学校:职业技术学校
"(4, 20)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,医疗保健:诊所,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:住宅区:其它住宅区,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,美食:中餐厅:川菜,房产小区:房产小区附属,房产小区:房产小区附属,房产小区:住宅区:其它住宅区,房产小区:住宅区:住宅小区"
"(11, 14)","娱乐休闲:其它娱乐休闲,地名地址:行政地名,公司企业:农林牧渔基地,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,购物:超市,地名地址:行政地名,购物:家具家居建材:建材,购物:便利店,公司企业:公司企业,教育学校:小学,购物:便利店,购物:便利店,医疗保健:卫生院,地名地址:行政地名,购物:便利店,公司企业:公司企业,公司企业:公司企业,购物:便利店"
"(16, 6)",None
"(17, 8)","公司企业:公司企业,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:路口,教育学校:小学,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:路口,地名地址:道路名"
"(17, 9)",None
"(17, 7)",基础设施:交通设施:飞机场
"(8, 19)","酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,机构团体:公检法机构,房产小区:住宅区:宿舍,房产小区:商务楼宇,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,购物:文化用品,购物:综合商场:购物中心,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:清真,房产小区:住宅区:住宅小区,地名地址:热点区域:行政类,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,美食:小吃快餐"
"(10, 10)","机构团体:公检法机构,生活服务:其它生活服务,酒店宾馆:酒店宾馆,汽车:汽车销售,汽车:汽车维修,汽车:汽车维修,地名地址:行政地名,汽车:汽车销售,汽车:其它汽车,汽车:汽车销售,公司企业:公司企业,汽车:汽车维修,酒店宾馆:经济型酒店,生活服务:邮局速递:物流公司,医疗保健:卫生院,生活服务:邮局速递:物流仓储场地,运动健身:健身中心,汽车:汽车销售,娱乐休闲:其它娱乐休闲,公司企业:公司企业"
"(12, 14)",教育学校:大学
"(12, 18)","购物:家具家居建材:建材,购物:家具家居建材:建材,购物:家具家居建材:建材,购物:家具家居建材:建材,购物:家具家居建材,购物:家具家居建材:建材,生活服务:邮局速递:物流仓储场地,酒店宾馆:经济型酒店,酒店宾馆:经济型酒店,购物:家具家居建材:建材,美食:中餐厅:其它中餐厅,购物:家具家居建材:五金用品,购物:家具家居建材:建材,购物:家具家居建材:建材,银行金融:银行,购物:家具家居建材:建材,购物:家具家居建材:建材,购物:家具家居建材:建材,美食:烧烤,购物:家具家居建材:建材"
"(8, 22)",生活服务:邮局速递:物流仓储场地
"(9, 22)",生活服务:邮局速递:物流仓储场地
"(10, 23)","旅游景点:国家级景点,房产小区:住宅区:住宅小区,地名地址:其它地名地址,旅游景点:风景名胜,医疗保健:综合医院,房产小区:产业园区,美食:中餐厅:其它中餐厅,公司企业:公司企业,汽车:汽车配件销售,美食:小吃快餐,房产小区:住宅区:住宅小区,室内及附属设施:通行设施类:门/出入口,美食:中餐厅:酒楼,地名地址:行政地名,房产小区:房产小区附属,地名地址:行政地名,酒店宾馆:酒店宾馆,教育学校:职业技术学校,购物:综合商场,房产小区:住宅区:住宅小区"
"(12, 21)","房产小区:产业园区,房产小区:商务楼宇,教育学校:中学,房产小区:住宅区:住宅小区,地名地址:行政地名,旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,酒店宾馆:酒店宾馆,公司企业:公司企业,基础设施:道路附属:路口,地名地址:行政地名,基础设施:交通设施:公交车站,公司企业:公司企业,机构团体:政府机关,地名地址:行政地名,基础设施:交通设施:公交车站,酒店宾馆:酒店宾馆,地名地址:道路名,基础设施:道路附属:路口"
"(4, 0)",生活服务:摄影冲印
"(3, 0)",生活服务:摄影冲印
"(5, 0)","教育学校:幼儿园,地名地址:行政地名,基础设施:交通设施:公交车站,购物:农贸市场,教育学校:小学,房产小区:住宅区:住宅小区,地名地址:行政地名,购物:超市,美食:小吃快餐,地名地址:行政地名,地名地址:行政地名,购物:便利店,机构团体:政府机关,汽车:加油站:其它加油站,地名地址:行政地名,基础设施:交通设施:公交车站,机构团体:政府机关,美食:中餐厅:其它中餐厅,公司企业:公司企业,教育学校:幼儿园"
"(5, 1)","房产小区:产业园区,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,教育学校:小学,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:道路名,基础设施:道路附属:路口"
"(6, 1)",旅游景点:公园
"(7, 2)","地名地址:行政地名,购物:便利店,美食:火锅,美食:火锅,旅游景点:国家级景点,医疗保健:卫生院,美食:小吃快餐,购物:便利店,生活服务:通讯服务:中国联通营业厅,生活服务:邮局速递:速递,生活服务:通讯服务:中国电信营业厅,酒店宾馆:旅馆招待所,地名地址:行政地名,教育学校:小学,生活服务:美容美发:美发,购物:母婴儿童,教育学校:中学,教育学校:幼儿园,购物:便利店,购物:母婴儿童"
"(7, 1)",旅游景点:公园
"(8, 2)","房产小区:住宅区:社区中心,房产小区:住宅区:住宅小区,机构团体:公检法机构,房产小区:住宅区:住宅小区,汽车:汽车维修,房产小区:住宅区:住宅小区,机构团体:政府机关,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,公司企业:公司企业,房产小区:住宅区:住宅小区,机构团体:科研机构,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:经济型酒店,旅游景点:国家级景点,购物:农贸市场,汽车:车辆管理机构"
"(10, 13)","机构团体:政府机关,地名地址:行政地名,购物:烟酒专卖,娱乐休闲:户外活动:垂钓园,地名地址:行政地名,汽车:汽车维修,公司企业:公司企业,公司企业:企业/工厂,公司企业:公司企业,娱乐休闲:户外活动:采摘园,娱乐休闲:户外活动:垂钓园,汽车:驾校,地名地址:行政地名,购物:家具家居建材:建材,生活服务:其它生活服务,购物:超市,公司企业:公司企业,汽车:汽车配件销售,公司企业:公司企业,公司企业:公司企业"
"(10, 12)",汽车:驾校
"(10, 11)","生活服务:家政:搬家,机构团体:政府机关,公司企业:公司企业,机构团体:政府机关,旅游景点:公园,旅游景点:其它旅游景点,旅游景点:其它旅游景点,生活服务:邮局速递:速递,生活服务:婚庆服务,公司企业:公司企业,机构团体:政府机关,公司企业:企业/工厂,基础设施:道路附属:桥,地名地址:行政地名,地名地址:行政地名,旅游景点:城市广场,地名地址:行政地名,医疗保健:卫生院,机构团体:公检法机构,酒店宾馆:酒店宾馆"
"(10, 14)",None
"(14, 31)",None
"(10, 24)","生活服务:邮局速递:速递,地名地址:行政地名,购物:家具家居建材:五金用品,地名地址:行政地名,公司企业:公司企业,汽车:汽车维修,购物:家具家居建材:建材,购物:家具家居建材:建材,公司企业:公司企业,购物:家具家居建材:建材,汽车:车辆管理机构,公司企业:企业/工厂,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,机构团体:政府机关,机构团体:政府机关,地名地址:道路名,地名地址:道路名,公司企业:公司企业"
"(11, 25)","房产小区:产业园区,地名地址:行政地名,地名地址:热点区域:商圈类,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:企业/工厂,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,生活服务:邮局速递:速递,公司企业:公司企业,公司企业:公司企业,汽车:加油站:充电站,公司企业:公司企业,公司企业:公司企业,汽车:车辆管理机构,汽车:汽车销售"
"(14, 32)",None
"(4, 19)",None
"(8, 21)",房产小区:住宅区:住宅小区
"(2, 9)",公司企业:公司企业
"(1, 9)",公司企业:公司企业
"(0, 11)",房产小区:住宅区:住宅小区
"(1, 8)","房产小区:住宅区:住宅小区,教育学校:小学,生活服务:邮局速递:速递,教育学校:中学,地名地址:行政地名,生活服务:通讯服务:中国联通营业厅,基础设施:道路附属:路口,房产小区:产业园区,基础设施:道路附属:路口,基础设施:交通设施:公交车站,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,公司企业:公司企业,生活服务:通讯服务:中国电信营业厅,公司企业:企业/工厂,公司企业:公司企业,公司企业:公司企业"
"(2, 10)",房产小区:住宅区:住宅小区
"(8, 13)",旅游景点:国家级景点
"(12, 2)","美食:烧烤,机构团体:政府机关,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,娱乐休闲:KTV,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,美食:海鲜,基础设施:交通设施:长途汽车站,酒店宾馆:酒店宾馆,美食:小吃快餐,汽车:汽车维修,公司企业:公司企业,娱乐休闲:洗浴推拿足疗:足疗,医疗保健:诊所,教育学校:大学,酒店宾馆:酒店宾馆,运动健身:台球馆,汽车:汽车养护,购物:家具家居建材:建材"
"(15, 6)","基础设施:交通设施:飞机场,地名地址:行政地名,汽车:加油站:中石油,基础设施:机场附属,地名地址:行政地名,酒店宾馆:旅馆招待所"
"(12, 5)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:房产小区附属,地名地址:行政地名,房产小区:房产小区附属,地名地址:道路名,房产小区:住宅区:住宅小区,地名地址:行政地名,教育学校:大学,房产小区:住宅区:住宅小区,房产小区:房产小区附属,公司企业:公司企业,房产小区:房产小区附属,地名地址:其它地名地址,房产小区:住宅区:住宅小区,购物:超市,酒店宾馆:酒店宾馆,房产小区:房产小区附属"
"(14, 4)","美食:中餐厅:其它中餐厅,公司企业:公司企业,汽车:汽车维修,基础设施:交通设施:公交车站,汽车:汽车维修,医疗保健:药房药店,美食:烧烤,生活服务:邮局速递:物流仓储场地,汽车:汽车维修,美食:烧烤,酒店宾馆:酒店宾馆,公司企业:公司企业,娱乐休闲:户外活动:采摘园,房产小区:住宅区:住宅小区,购物:花鸟鱼虫,酒店宾馆:酒店宾馆,娱乐休闲:其它娱乐休闲,公司企业:公司企业,汽车:汽车配件销售,酒店宾馆:酒店宾馆"
"(14, 3)","地名地址:行政地名,机构团体:传媒机构,地名地址:行政地名,教育学校:幼儿园,购物:便利店,地名地址:行政地名,基础设施:交通设施:公交车站,公司企业:公司企业,公司企业:企业/工厂,地名地址:行政地名,地名地址:行政地名,公司企业:企业/工厂,地名地址:行政地名,汽车:车辆管理机构,旅游景点:城市广场,公司企业:公司企业,机构团体:政府机关,生活服务:摄影冲印,机构团体:政府机关,机构团体:政府机关"
"(13, 3)","地名地址:行政地名,机构团体:传媒机构,地名地址:行政地名,教育学校:幼儿园,购物:便利店,地名地址:行政地名,基础设施:交通设施:公交车站,公司企业:公司企业,公司企业:企业/工厂,地名地址:行政地名,地名地址:行政地名,公司企业:企业/工厂,地名地址:行政地名,汽车:车辆管理机构,旅游景点:城市广场,公司企业:公司企业,机构团体:政府机关,生活服务:摄影冲印,机构团体:政府机关,机构团体:政府机关"
"(7, 22)",房产小区:住宅区:其它住宅区
"(7, 21)",教育学校:大学
"(9, 19)","房产小区:住宅区:住宅小区,汽车:二手车交易市场,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:超市,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:其它生活服务,房产小区:住宅区:住宅小区,房产小区:住宅区:宿舍,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(2, 27)","地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,教育学校:中学,地名地址:行政地名,教育学校:小学,地名地址:行政地名,基础设施:道路附属:路口,地名地址:道路名,机构团体:政府机关"
"(1, 27)","地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交车站,美食:小吃快餐,地名地址:行政地名,美食:其它美食,地名地址:行政地名,购物:烟酒专卖,教育学校:小学,医疗保健:卫生院,购物:超市,机构团体:政府机关,购物:便利店,购物:便利店,机构团体:政府机关"
"(9, 18)","房产小区:住宅区:住宅小区,汽车:二手车交易市场,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:超市,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:其它生活服务,房产小区:住宅区:住宅小区,房产小区:住宅区:宿舍,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(1, 26)","地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交车站,美食:小吃快餐,地名地址:行政地名,美食:其它美食,地名地址:行政地名,购物:烟酒专卖,教育学校:小学,医疗保健:卫生院,购物:超市,机构团体:政府机关,购物:便利店,购物:便利店,机构团体:政府机关"
"(8, 18)",房产小区:住宅区:住宅小区
"(1, 15)",房产小区:住宅区:住宅小区
"(0, 15)",None
"(3, 9)","房产小区:产业园区,地名地址:行政地名,购物:其它购物,地名地址:行政地名,机构团体:政府机关,购物:便利店,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:产业园区,机构团体:政府机关,教育学校:培训,生活服务:家政:开锁,生活服务:邮局速递:物流仓储场地,生活服务:废品收购站,基础设施:道路附属:路口,公司企业:公司企业,生活服务:邮局速递:物流公司,汽车:汽车销售,机构团体:政府机关"
"(2, 7)",None
"(11, 17)","美食:小吃快餐,购物:珠宝饰品,购物:超市,地名地址:行政地名,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,美食:中餐厅:川菜,美食:面包甜点,银行金融:银行,机构团体:公检法机构,地名地址:热点区域:商圈类,教育学校:中学,旅游景点:城市广场,娱乐休闲:电影院,医疗保健:综合医院,教育学校:幼儿园,医疗保健:专科医院:齿科,医疗保健:社区医院,购物:综合商场,教育学校:培训"
"(12, 17)","美食:小吃快餐,购物:珠宝饰品,购物:超市,地名地址:行政地名,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,美食:中餐厅:川菜,美食:面包甜点,银行金融:银行,机构团体:公检法机构,地名地址:热点区域:商圈类,教育学校:中学,旅游景点:城市广场,娱乐休闲:电影院,医疗保健:综合医院,教育学校:幼儿园,医疗保健:专科医院:齿科,医疗保健:社区医院,购物:综合商场,教育学校:培训"
"(8, 9)","房产小区:住宅区:住宅小区,购物:家具家居建材,娱乐休闲:KTV,汽车:汽车销售,酒店宾馆:酒店宾馆,娱乐休闲:KTV,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:汽车销售,娱乐休闲:KTV,房产小区:住宅区:住宅小区,汽车:汽车销售,汽车:汽车养护,地名地址:道路名,汽车:汽车养护,房产小区:住宅区:住宅小区,机构团体:公检法机构"
"(11, 23)","生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:产业园区,美食:小吃快餐,娱乐休闲:户外活动:垂钓园,地名地址:行政地名,地名地址:行政地名,生活服务:宠物服务:宠物商店,生活服务:邮局速递:物流公司,购物:便利店,基础设施:道路附属:路口,基础设施:道路附属:路口,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司"
"(12, 23)",None
"(12, 24)",None
"(13, 16)",None
"(10, 4)",美食:小吃快餐
"(9, 4)",None
"(12, 30)",酒店宾馆:星级酒店
"(8, 23)","基础设施:交通设施:长途汽车站,购物:综合商场:购物中心,美食:小吃快餐,地名地址:行政地名,购物:便利店,娱乐休闲:咖啡厅,基础设施:交通设施:交通服务相关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:烟酒专卖,娱乐休闲:KTV,房产小区:住宅区:住宅小区,购物:超市,购物:综合商场,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,娱乐休闲:网吧,运动健身:健身中心"
"(8, 15)","房产小区:住宅区:住宅小区,教育学校:职业技术学校,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:面包甜点,房产小区:商务楼宇,旅游景点:国家级景点,公司企业:公司企业,旅游景点:寺庙道观,房产小区:住宅区:住宅小区,美食:清真,房产小区:住宅区:住宅小区,医疗保健:专科医院:齿科,房产小区:其它房产小区,房产小区:住宅区:住宅小区,教育学校:培训,酒店宾馆:酒店宾馆,公司企业:公司企业,酒店宾馆:酒店宾馆,公司企业:公司企业"
"(9, 20)","机构团体:公检法机构,机构团体:公检法机构,教育学校:大学,生活服务:邮局速递:物流公司,房产小区:住宅区:宿舍,生活服务:邮局速递:物流公司,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:道路名,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,教育学校:小学,房产小区:产业园区,公司企业:公司企业,汽车:汽车销售,公司企业:公司企业,购物:便利店,生活服务:福利院养老院,基础设施:交通设施:公交车站"
"(10, 16)",房产小区:商务楼宇
"(12, 19)","机构团体:政府机关,房产小区:住宅区:住宅小区,美食:家常菜,房产小区:住宅区:住宅小区,美食:火锅,地名地址:行政地名,地名地址:行政地名,汽车:汽车配件销售,房产小区:住宅区:住宅小区,美食:火锅,房产小区:住宅区:住宅小区,娱乐休闲:洗浴推拿足疗:足疗,房产小区:房产小区附属,机构团体:政府机关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,教育学校:培训,生活服务:家政:开锁,生活服务:装修"
"(1, 10)","房产小区:住宅区:宿舍,机构团体:科研机构,地名地址:行政地名,公司企业:公司企业,房产小区:产业园区,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,机构团体:科研机构,公司企业:公司企业,公司企业:公司企业,公司企业:企业/工厂,机构团体:科研机构,基础设施:交通设施:公交车站,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆"
"(0, 20)",None
"(0, 21)",None
"(1, 20)",None
"(2, 20)",None
"(0, 28)",None
"(0, 29)",None
"(0, 27)",None
"(1, 25)","公司企业:公司企业,娱乐休闲:户外活动:采摘园,公司企业:农林牧渔基地,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,生活服务:丧葬,娱乐休闲:户外活动:采摘园,公司企业:公司企业,生活服务:宠物服务:宠物市场,娱乐休闲:其它娱乐休闲"
