index,POI
"(36, 51)",None
"(33, 42)",运动健身:综合体育场馆
"(33, 41)","医疗保健:综合医院,基础设施:交通设施:公交车站,公司企业:农林牧渔基地,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:美容美发:美容SPA,教育学校:小学,房产小区:产业园区,生活服务:宠物服务:宠物医院,旅游景点:公园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:其它生活服务,地名地址:行政地名,房产小区:住宅区:住宅小区,美食:中餐厅:西北菜,生活服务:美容美发:美发,地名地址:道路名,购物:超市"
"(33, 40)","医疗保健:综合医院,生活服务:丧葬,地名地址:行政地名,地名地址:行政地名,购物:便利店,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,房产小区:产业园区,教育学校:幼儿园,生活服务:家政:其它家政,酒店宾馆:旅馆招待所,地名地址:道路名,酒店宾馆:旅馆招待所,地名地址:门牌信息,公司企业:公司企业,生活服务:丧葬"
"(37, 39)","公司企业:农林牧渔基地,房产小区:产业园区,教育学校:培训,地名地址:行政地名,地名地址:行政地名,教育学校:其它教育学校,公司企业:公司企业,基础设施:道路附属:路口,公司企业:公司企业,基础设施:道路附属:路口,公司企业:公司企业,旅游景点:植物园"
"(35, 38)","房产小区:住宅区:住宅小区,美食:烧烤,地名地址:行政地名,教育学校:大学,地名地址:行政地名,美食:中餐厅:其它中餐厅,运动健身:健身中心,教育学校:小学,基础设施:交通设施:公交车站,美食:小吃快餐,购物:其它购物,汽车:洗车场,购物:超市,汽车:汽车维修,生活服务:邮局速递:物流公司,地名地址:行政地名,房产小区:住宅区:住宅小区,教育学校:幼儿园,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区"
"(36, 38)","机构团体:政府机关,地名地址:行政地名,教育学校:大学,生活服务:家政:开锁,购物:家具家居建材:五金用品,汽车:加油站:中石化,医疗保健:诊所,房产小区:住宅区:住宅小区,美食:冷饮店,旅游景点:其它旅游景点,房产小区:住宅区:住宅小区,购物:农贸市场,娱乐休闲:网吧,生活服务:福利院养老院,公司企业:农林牧渔基地,美食:清真,教育学校:幼儿园,生活服务:福利院养老院,美食:小吃快餐,购物:超市"
"(37, 38)","美食:火锅,地名地址:行政地名,医疗保健:药房药店,房产小区:产业园区,汽车:汽车维修,公司企业:公司企业,文化场馆:其它文化场馆,房产小区:住宅区:住宅小区,生活服务:福利院养老院,地名地址:行政地名,地名地址:行政地名,生活服务:邮局速递:速递,公司企业:公司企业,娱乐休闲:其它娱乐休闲,购物:便利店,房产小区:住宅区:其它住宅区,公司企业:公司企业,公司企业:公司企业,娱乐休闲:其它娱乐休闲,教育学校:幼儿园"
"(34, 40)",None
"(35, 39)","房产小区:住宅区:住宅小区,美食:烧烤,地名地址:行政地名,教育学校:大学,地名地址:行政地名,美食:中餐厅:其它中餐厅,运动健身:健身中心,教育学校:小学,基础设施:交通设施:公交车站,美食:小吃快餐,购物:其它购物,汽车:洗车场,购物:超市,汽车:汽车维修,生活服务:邮局速递:物流公司,地名地址:行政地名,房产小区:住宅区:住宅小区,教育学校:幼儿园,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区"
"(38, 40)","教育学校:培训,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,娱乐休闲:户外活动:采摘园,娱乐休闲:户外活动:采摘园,公司企业:农林牧渔基地,地名地址:道路名,公司企业:农林牧渔基地,公司企业:农林牧渔基地"
"(39, 41)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,生活服务:福利院养老院,房产小区:产业园区,购物:超市,购物:便利店,地名地址:行政地名,教育学校:幼儿园,机构团体:政府机关,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,基础设施:交通设施:公交车站,购物:家具家居建材:厨房用品,公司企业:农林牧渔基地,机构团体:社会团体"
"(39, 42)","教育学校:小学,购物:超市,购物:超市,地名地址:行政地名,美食:中餐厅:其它中餐厅,购物:超市,房产小区:住宅区:住宅小区,购物:超市,基础设施:交通设施:公交车站,汽车:加油站:中石化,医疗保健:诊所,购物:超市,娱乐休闲:洗浴推拿足疗:洗浴,购物:超市,房产小区:产业园区,公司企业:公司企业,购物:农贸市场,医疗保健:社区医院,美食:中餐厅:其它中餐厅,购物:超市"
"(37, 40)",None
"(35, 40)","基础设施:道路附属:桥,教育学校:小学,教育学校:小学,基础设施:道路附属:路口,房产小区:住宅区:住宅小区,地名地址:行政地名,基础设施:交通设施:公交车站,教育学校:其它教育学校,生活服务:美容美发:美容SPA,基础设施:道路附属:桥,地名地址:行政地名,基础设施:道路附属:收费站,基础设施:道路附属:路口,基础设施:道路附属:收费站,教育学校:小学,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,基础设施:道路附属:路口,公司企业:公司企业,基础设施:道路附属:路口"
"(39, 40)",文化场馆:展览馆
"(39, 39)",文化场馆:展览馆
"(39, 47)",None
"(41, 46)",None
"(38, 48)","美食:中餐厅:东北菜,基础设施:交通设施:公交车站,娱乐休闲:KTV,地名地址:行政地名,房产小区:住宅区:住宅小区,运动健身:台球馆,美食:家常菜,美食:小吃快餐,娱乐休闲:洗浴推拿足疗,生活服务:通讯服务:中国电信营业厅,医疗保健:药房药店,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,美食:烧烤,购物:自行车专卖,娱乐休闲:KTV,美食:面包甜点,美食:火锅,生活服务:电力营业厅,教育学校:幼儿园"
"(39, 48)",None
"(39, 49)",None
"(39, 51)",None
"(39, 50)",None
"(33, 46)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,运动健身:健身中心,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,生活服务:装修,房产小区:住宅区:住宅小区,机构团体:政府机关,地名地址:行政地名,房产小区:住宅区:住宅小区,教育学校:幼儿园,机构团体:公检法机构,房产小区:住宅区:住宅小区,娱乐休闲:KTV,教育学校:中学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:汽车销售,旅游景点:公园"
"(33, 45)",None
"(34, 45)","公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,机构团体:政府机关,房产小区:产业园区,公司企业:公司企业,房产小区:住宅区:住宅小区,机构团体:科研机构,机构团体:科研机构,公司企业:公司企业,房产小区:产业园区,房产小区:产业园区,机构团体:政府机关,房产小区:住宅区:住宅小区,公司企业:公司企业,机构团体:社会团体,公司企业:公司企业,公司企业:公司企业,房产小区:商务楼宇,公司企业:公司企业"
"(43, 45)",教育学校:中学
"(36, 39)","机构团体:政府机关,房产小区:住宅区:住宅小区,教育学校:培训,地名地址:行政地名,娱乐休闲:户外活动:采摘园,基础设施:道路附属:路口,运动健身:赛马场,地名地址:道路名,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,娱乐休闲:户外活动:采摘园,娱乐休闲:户外活动:采摘园,基础设施:道路附属:路口,基础设施:道路附属:桥,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,旅游景点:公园,生活服务:废品收购站,房产小区:住宅区:住宅小区,机构团体:政府机关"
"(42, 44)",None
"(43, 44)",None
"(42, 45)",公司企业:公司企业
"(41, 38)","生活服务:邮局速递:速递,基础设施:交通设施:公交车站,购物:超市,机构团体:政府机关,购物:超市,地名地址:行政地名,教育学校:小学,购物:烟酒专卖,美食:小吃快餐,购物:家具家居建材:五金用品,汽车:汽车维修,基础设施:交通设施:公交线路,地名地址:道路名,地名地址:道路名,汽车:加油站:充电站,汽车:汽车维修,基础设施:道路附属:路口,基础设施:道路附属:路口,购物:超市,生活服务:摄影冲印"
"(42, 43)",None
"(44, 38)","基础设施:公共设施:公共厕所,机构团体:政府机关,基础设施:道路附属:桥,旅游景点:风景名胜,旅游景点:其它旅游景点,地名地址:其它地名地址,地名地址:行政地名,地名地址:行政地名"
"(45, 37)","运动健身:其它运动健身,地名地址:自然地名:河流,旅游景点:其它旅游景点,地名地址:行政地名,旅游景点:寺庙道观,基础设施:道路附属:收费站,旅游景点:风景名胜,机构团体:政府机关,机构团体:政府机关,酒店宾馆:其它酒店宾馆,酒店宾馆:星级酒店,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,教育学校:职业技术学校,公司企业:农林牧渔基地,地名地址:行政地名,地名地址:自然地名:山,基础设施:交通设施:火车站,房产小区:住宅区:住宅小区"
"(39, 46)",房产小区:住宅区:住宅小区
"(38, 45)",房产小区:住宅区:住宅小区
"(42, 48)","机构团体:政府机关,地名地址:行政地名,文化场馆:档案馆,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:培训,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,购物:超市,地名地址:行政地名,基础设施:交通设施:公交车站,公司企业:公司企业,购物:超市,房产小区:住宅区:住宅小区,银行金融:银行,房产小区:住宅区:住宅小区,房产小区:商务楼宇,地名地址:道路名"
"(45, 47)","旅游景点:国家级景点,旅游景点:其它旅游景点,旅游景点:风景名胜,地名地址:行政地名,房产小区:住宅区:住宅小区"
"(45, 48)",旅游景点:风景名胜
"(36, 37)","旅游景点:国家级景点,酒店宾馆:公寓式酒店,教育学校:教育学校附属,基础设施:道路附属:路口,教育学校:大学,地名地址:行政地名,机构团体:政府机关,娱乐休闲:户外活动:采摘园,公司企业:公司企业,房产小区:其它房产小区,旅游景点:寺庙道观,教育学校:教育学校附属,教育学校:教育学校附属,酒店宾馆:其它酒店宾馆,娱乐休闲:户外活动:采摘园,地名地址:道路名,地名地址:道路名,生活服务:福利院养老院"
"(34, 33)",旅游景点:风景名胜
"(35, 34)",None
"(34, 34)","基础设施:公共设施:公共厕所,旅游景点:公园,地名地址:行政地名,地名地址:行政地名,旅游景点:风景名胜,美食:中餐厅:其它中餐厅,地名地址:行政地名,酒店宾馆:其它酒店宾馆,旅游景点:纪念馆,基础设施:交通设施:公交车站,旅游景点:其它旅游景点,旅游景点:其它旅游景点,机构团体:政府机关,公司企业:农林牧渔基地,酒店宾馆:农家院,汽车:加油站:充电站,旅游景点:景点公园附属,机构团体:政府机关,生活服务:其它生活服务,机构团体:社会团体"
"(23, 43)",旅游景点:公园
"(24, 42)",旅游景点:公园
"(24, 41)",旅游景点:国家级景点
"(25, 41)",None
"(23, 41)","地名地址:行政地名,生活服务:丧葬,地名地址:行政地名,地名地址:行政地名,旅游景点:国家级景点,基础设施:交通设施:公交车站,地名地址:道路名,机构团体:社会团体,旅游景点:其它旅游景点"
"(32, 25)","地名地址:行政地名,地名地址:行政地名,基础设施:公共设施:公共厕所,基础设施:公共设施:公共厕所,机构团体:政府机关,基础设施:交通设施:公交线路,基础设施:交通设施:公交线路,地名地址:道路名,地名地址:行政地名,机构团体:政府机关,机构团体:政府机关,机构团体:社会团体"
"(32, 26)","旅游景点:省级景点,地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:火车站,机构团体:公检法机构,汽车:加油站:中石化,旅游景点:其它旅游景点,娱乐休闲:户外活动:采摘园,基础设施:交通设施:公交车站,医疗保健:卫生院,美食:清真,基础设施:交通设施:公交车站,酒店宾馆:农家院,机构团体:政府机关,教育学校:小学,酒店宾馆:酒店宾馆,生活服务:邮局速递:邮局,购物:超市,公司企业:公司企业,机构团体:社会团体"
"(32, 24)","机构团体:公检法机构,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,机构团体:政府机关,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,地名地址:行政地名,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,机构团体:公检法机构,文化场馆:文化宫,基础设施:交通设施:公交车站,机构团体:政府机关,地名地址:自然地名:山,房产小区:住宅区:住宅小区,基础设施:其它基础设施,娱乐休闲:其它娱乐休闲,机构团体:政府机关,机构团体:公检法机构"
"(33, 24)","机构团体:公检法机构,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,机构团体:政府机关,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,地名地址:行政地名,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,机构团体:公检法机构,文化场馆:文化宫,基础设施:交通设施:公交车站,机构团体:政府机关,地名地址:自然地名:山,房产小区:住宅区:住宅小区,基础设施:其它基础设施,娱乐休闲:其它娱乐休闲,机构团体:政府机关,机构团体:公检法机构"
"(31, 28)","地名地址:行政地名,酒店宾馆:度假村,地名地址:行政地名,地名地址:行政地名,地名地址:其它地名地址,汽车:停车场,基础设施:道路附属:路口,旅游景点:风景名胜"
"(39, 25)","机构团体:政府机关,基础设施:交通设施:公交车站,基础设施:公共设施:公共厕所,基础设施:交通设施:公交车站,文化场馆:展览馆,医疗保健:社区医院,地名地址:道路名,基础设施:道路附属:路口,娱乐休闲:洗浴推拿足疗,基础设施:道路附属:路口,基础设施:道路附属:路口,美食:农家菜,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关,酒店宾馆:其它酒店宾馆,机构团体:公检法机构"
"(38, 29)","基础设施:公共设施:公共厕所,基础设施:公共设施:公共厕所,地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交车站,机构团体:政府机关,基础设施:交通设施:公交车站,娱乐休闲:户外活动:露营地,娱乐休闲:户外活动:露营地,地名地址:道路名,机构团体:社会团体,基础设施:交通设施:公交线路,机构团体:政府机关,机构团体:政府机关,基础设施:道路附属:路口,旅游景点:其它旅游景点,机构团体:政府机关,酒店宾馆:其它酒店宾馆,机构团体:政府机关,酒店宾馆:酒店宾馆"
"(38, 30)","基础设施:公共设施:公共厕所,基础设施:公共设施:公共厕所,地名地址:行政地名,基础设施:交通设施:公交车站,娱乐休闲:户外活动:露营地,地名地址:行政地名,娱乐休闲:户外活动:露营地,娱乐休闲:户外活动:采摘园,娱乐休闲:户外活动:采摘园,公司企业:农林牧渔基地,地名地址:道路名,地名地址:道路名,基础设施:道路附属:路口,机构团体:政府机关,机构团体:社会团体,机构团体:政府机关,机构团体:社会团体,公司企业:公司企业,汽车:停车场,医疗保健:卫生院"
"(39, 35)",None
"(28, 30)",None
"(27, 30)",None
"(29, 32)","教育学校:中学,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,购物:便利店,机构团体:政府机关,基础设施:交通设施:公交车站,医疗保健:社区医院,基础设施:交通设施:公交车站,地名地址:行政地名,医疗保健:AED,基础设施:道路附属:路口,生活服务:洗衣店,地名地址:道路名,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关"
"(28, 32)",None
"(28, 33)",None
"(29, 34)","娱乐休闲:户外活动:采摘园,机构团体:政府机关,地名地址:行政地名,医疗保健:卫生院,地名地址:行政地名,教育学校:中学,酒店宾馆:酒店宾馆,基础设施:道路附属:路口,地名地址:道路名,基础设施:道路附属:路口,基础设施:道路附属:桥,医疗保健:AED,房产小区:住宅区:住宅小区,生活服务:生活服务场所"
"(26, 30)",None
"(26, 34)","旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,旅游景点:风景名胜,旅游景点:其它旅游景点,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关,地名地址:道路名,机构团体:政府机关,机构团体:政府机关,酒店宾馆:其它酒店宾馆,公司企业:公司企业,机构团体:政府机关,机构团体:社会团体"
"(26, 35)","房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,购物:超市,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,医疗保健:药房药店,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:道路名,地名地址:道路名,旅游景点:其它旅游景点,机构团体:政府机关,机构团体:社会团体,机构团体:政府机关"
"(27, 35)","房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,购物:超市,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,医疗保健:药房药店,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:道路名,地名地址:道路名,旅游景点:其它旅游景点,机构团体:政府机关,机构团体:社会团体,机构团体:政府机关"
"(27, 36)","房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,购物:超市,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,医疗保健:药房药店,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:道路名,地名地址:道路名,旅游景点:其它旅游景点,机构团体:政府机关,机构团体:社会团体,机构团体:政府机关"
"(25, 35)","旅游景点:其它旅游景点,地名地址:行政地名,机构团体:政府机关,购物:便利店,基础设施:交通设施:公交线路,基础设施:道路附属:路口,公司企业:公司企业,机构团体:社会团体,机构团体:政府机关,机构团体:政府机关"
"(24, 33)","酒店宾馆:其它酒店宾馆,基础设施:交通设施:公交车站,机构团体:政府机关,房产小区:住宅区:住宅小区,地名地址:行政地名,旅游景点:风景名胜,基础设施:交通设施:公交车站,生活服务:旅行社,旅游景点:公园,机构团体:政府机关,基础设施:交通设施:公交车站,公司企业:公司企业,机构团体:政府机关,酒店宾馆:其它酒店宾馆,酒店宾馆:农家院,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:其它酒店宾馆,机构团体:社会团体,机构团体:社会团体"
"(23, 34)","旅游景点:其它旅游景点,公司企业:公司企业,汽车:加油站:中石化,机构团体:政府机关,房产小区:产业园区,房产小区:住宅区:住宅小区,旅游景点:公园,基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,教育学校:大学,旅游景点:其它旅游景点,基础设施:交通设施:公交车站,公司企业:农林牧渔基地,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,地名地址:行政地名,机构团体:政府机关,地名地址:自然地名:山"
"(22, 34)",None
"(34, 58)",None
"(34, 57)",旅游景点:公园
"(37, 56)",房产小区:住宅区:住宅小区
"(37, 55)","机构团体:科研机构,娱乐休闲:亲子,地名地址:行政地名,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,娱乐休闲:户外活动:游乐场,房产小区:住宅区:住宅小区,公司企业:企业/工厂,公司企业:其它公司企业,美食:中餐厅:北京菜,机构团体:科研机构,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,美食:中餐厅:新疆菜,房产小区:住宅区:住宅小区,美食:面包甜点,美食:小吃快餐,生活服务:邮局速递:速递,购物:综合商场,公司企业:公司企业"
"(38, 55)","机构团体:科研机构,娱乐休闲:亲子,地名地址:行政地名,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,娱乐休闲:户外活动:游乐场,房产小区:住宅区:住宅小区,公司企业:企业/工厂,公司企业:其它公司企业,美食:中餐厅:北京菜,机构团体:科研机构,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,美食:中餐厅:新疆菜,房产小区:住宅区:住宅小区,美食:面包甜点,美食:小吃快餐,生活服务:邮局速递:速递,购物:综合商场,公司企业:公司企业"
"(36, 50)","地名地址:行政地名,房产小区:住宅区:住宅小区,酒店宾馆:旅馆招待所,医疗保健:社区医院,公司企业:农林牧渔基地,地名地址:行政地名,房产小区:房产小区附属,房产小区:产业园区,运动健身:高尔夫场,购物:家具家居建材:建材,基础设施:交通设施:公交车站,房产小区:房产小区附属,地名地址:行政地名,地名地址:门牌信息,地名地址:门牌信息,房产小区:房产小区附属,房产小区:房产小区附属,房产小区:房产小区附属,房产小区:房产小区附属,房产小区:房产小区附属"
"(28, 41)","地名地址:行政地名,汽车:停车场,旅游景点:国家级景点,旅游景点:国家级景点,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,教育学校:培训,公司企业:公司企业,娱乐休闲:其它娱乐休闲,娱乐休闲:茶馆,生活服务:其它生活服务,公司企业:公司企业,生活服务:摄影冲印,酒店宾馆:其它酒店宾馆,酒店宾馆:其它酒店宾馆"
"(44, 37)",运动健身:其它运动健身
"(45, 36)","旅游景点:其它旅游景点,旅游景点:风景名胜,旅游景点:寺庙道观,地名地址:行政地名,机构团体:政府机关,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,机构团体:政府机关,酒店宾馆:酒店宾馆,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关,机构团体:社会团体"
"(43, 36)","地名地址:行政地名,教育学校:小学,机构团体:政府机关,公司企业:农林牧渔基地,基础设施:公共设施:公共厕所,娱乐休闲:户外活动:采摘园,娱乐休闲:户外活动:露营地,房产小区:住宅区:宿舍,地名地址:道路名,公司企业:公司企业,基础设施:道路附属:路口,基础设施:道路附属:路口,机构团体:政府机关,机构团体:政府机关"
"(43, 35)","旅游景点:寺庙道观,旅游景点:风景名胜,基础设施:公共设施:公共厕所,基础设施:道路附属:路口,生活服务:丧葬,酒店宾馆:其它酒店宾馆"
"(43, 33)",None
"(40, 34)","地名地址:道路名,地名地址:行政地名,旅游景点:纪念馆,美食:中餐厅:其它中餐厅,美食:清真,美食:中餐厅:北京菜,地名地址:行政地名,旅游景点:风景名胜,酒店宾馆:农家院,旅游景点:纪念馆,美食:中餐厅:其它中餐厅,医疗保健:社区医院,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:小学,医疗保健:诊所,教育学校:中学,房产小区:住宅区:住宅小区,教育学校:幼儿园,公司企业:农林牧渔基地"
"(41, 34)","机构团体:政府机关,基础设施:公共设施:公共厕所,酒店宾馆:其它酒店宾馆,基础设施:公共设施:公共厕所,旅游景点:风景名胜,酒店宾馆:其它酒店宾馆,地名地址:行政地名,基础设施:交通设施:公交车站,文化场馆:博物馆,购物:便利店,地名地址:门牌信息,酒店宾馆:农家院,文化场馆:文化宫,机构团体:政府机关,酒店宾馆:农家院,基础设施:道路附属:路口,生活服务:其它生活服务,机构团体:社会团体"
"(43, 55)",房产小区:住宅区:别墅
"(43, 56)","地名地址:行政地名,地名地址:行政地名,购物:超市,娱乐休闲:户外活动:采摘园,房产小区:住宅区:住宅小区,购物:其它购物,美食:中餐厅:其它中餐厅,美食:中餐厅:西北菜,娱乐休闲:户外活动:采摘园,娱乐休闲:咖啡厅,机构团体:政府机关,娱乐休闲:其它娱乐休闲,文化场馆:图书馆,基础设施:交通设施:公交车站,娱乐休闲:户外活动:采摘园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,公司企业:公司企业,房产小区:住宅区:住宅小区,酒店宾馆:其它酒店宾馆"
"(43, 57)",None
"(43, 58)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:其它生活服务,地名地址:行政地名,地名地址:行政地名,美食:中餐厅:其它中餐厅,教育学校:幼儿园,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,生活服务:邮局速递:物流仓储场地,基础设施:交通设施:公交车站,生活服务:美容美发:美发,旅游景点:其它旅游景点,机构团体:政府机关,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:房产小区附属,生活服务:其它生活服务,机构团体:政府机关"
"(44, 58)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:其它生活服务,地名地址:行政地名,地名地址:行政地名,美食:中餐厅:其它中餐厅,教育学校:幼儿园,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,生活服务:邮局速递:物流仓储场地,基础设施:交通设施:公交车站,生活服务:美容美发:美发,旅游景点:其它旅游景点,机构团体:政府机关,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:房产小区附属,生活服务:其它生活服务,机构团体:政府机关"
"(34, 48)",房产小区:住宅区:住宅小区
"(32, 42)","房产小区:住宅区:住宅小区,酒店宾馆:度假村,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,教育学校:其它教育学校,地名地址:行政地名,教育学校:幼儿园,教育学校:培训,机构团体:公检法机构,机构团体:政府机关"
"(32, 43)",房产小区:住宅区:住宅小区
"(34, 42)","机构团体:科研机构,旅游景点:公园,房产小区:产业园区,房产小区:商务楼宇,房产小区:产业园区,基础设施:道路附属:路口,房产小区:产业园区,教育学校:职业技术学校,机构团体:其它机构团体,地名地址:行政地名,基础设施:交通设施:公交车站,基础设施:交通设施:公交线路,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,房产小区:商务楼宇,房产小区:商务楼宇,公司企业:公司企业,地名地址:道路名"
"(37, 37)",None
"(37, 36)","旅游景点:风景名胜,旅游景点:国家级景点,地名地址:行政地名,旅游景点:其它旅游景点,地名地址:行政地名,旅游景点:其它旅游景点,旅游景点:风景名胜,旅游景点:其它旅游景点,旅游景点:风景名胜,旅游景点:其它旅游景点,旅游景点:其它旅游景点,旅游景点:其它旅游景点,旅游景点:其它旅游景点,旅游景点:风景名胜"
"(25, 36)","房产小区:住宅区:住宅小区,房产小区:房产小区附属,房产小区:住宅区:住宅小区,机构团体:科研机构,旅游景点:教堂,机构团体:政府机关,地名地址:行政地名,机构团体:科研机构,地名地址:行政地名,生活服务:丧葬,教育学校:中学,旅游景点:寺庙道观,地名地址:行政地名,房产小区:住宅区:住宅小区,机构团体:政府机关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,机构团体:社会团体,机构团体:政府机关"
"(26, 36)","房产小区:住宅区:住宅小区,机构团体:科研机构,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,房产小区:住宅区:别墅,旅游景点:教堂,生活服务:福利院养老院,旅游景点:其它旅游景点,美食:清真,旅游景点:景点公园附属,教育学校:幼儿园,教育学校:小学,房产小区:住宅区:住宅小区,地名地址:行政地名,教育学校:小学,美食:火锅,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关"
"(23, 38)",None
"(23, 39)",None
"(25, 39)","基础设施:交通设施:地铁站,旅游景点:公园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,地名地址:行政地名,运动健身:羽毛球馆,房产小区:住宅区:住宅小区,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(23, 44)",None
"(38, 54)","医疗保健:诊所,地名地址:行政地名,美食:清真,地名地址:行政地名,购物:便利店,购物:超市,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,购物:超市,购物:自行车专卖,机构团体:政府机关,教育学校:小学,购物:超市,购物:自行车专卖,购物:服饰鞋包:服装,购物:便利店,购物:超市,美食:中餐厅:川菜,购物:烟酒专卖,购物:家具家居建材:建材"
"(36, 54)",房产小区:住宅区:住宅小区
"(26, 39)","基础设施:交通设施:地铁站,旅游景点:公园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,房产小区:住宅区:住宅小区,地名地址:行政地名,运动健身:羽毛球馆,房产小区:住宅区:住宅小区,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(25, 40)",旅游景点:公园
"(31, 58)",教育学校:中学
