index,POI
"(13, 25)","基础设施:公共设施:公共厕所,公司企业:公司企业,娱乐休闲:户外活动:游乐场,地名地址:行政地名,地名地址:行政地名,旅游景点:公园,基础设施:交通设施:地铁站,旅游景点:其它旅游景点,房产小区:房产小区附属,地名地址:行政地名,旅游景点:其它旅游景点,房产小区:房产小区附属,娱乐休闲:其它娱乐休闲,地名地址:自然地名:河流,地名地址:行政地名,基础设施:道路附属:路口,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,机构团体:政府机关,地名地址:行政地名"
"(2, 18)","旅游景点:公园,房产小区:住宅区:其它住宅区,公司企业:公司企业,旅游景点:公园,机构团体:传媒机构,房产小区:商务楼宇,旅游景点:其它旅游景点,基础设施:道路附属:路口,旅游景点:风景名胜,基础设施:道路附属:路口,基础设施:道路附属:路口,运动健身:其它运动健身,基础设施:交通设施:港口码头,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:路口,地名地址:行政地名,地名地址:道路名,基础设施:道路附属:路口,房产小区:商务楼宇"
"(10, 28)",旅游景点:风景名胜
"(3, 13)","地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,购物:便利店,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,娱乐休闲:茶馆,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:其它地名地址,购物:数码家电,生活服务:丧葬,娱乐休闲:茶馆,汽车:汽车租赁"
"(3, 12)",None
"(3, 15)","基础设施:交通设施:地铁站,地名地址:行政地名,房产小区:住宅区:住宅小区,旅游景点:公园,公司企业:公司企业,公司企业:公司企业,地名地址:自然地名:山,基础设施:道路附属:路口,购物:综合商场,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:烟酒专卖,基础设施:道路附属:路口,汽车:停车场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,公司企业:公司企业"
"(5, 21)","地名地址:行政地名,美食:其它美食,地名地址:行政地名,地名地址:行政地名,旅游景点:国家级景点"
"(6, 22)",None
"(8, 21)",None
"(7, 26)","教育学校:小学,地名地址:行政地名,旅游景点:植物园,娱乐休闲:其它娱乐休闲,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,公司企业:企业/工厂,美食:中餐厅:其它中餐厅,酒店宾馆:农家院,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,教育学校:幼儿园"
"(5, 28)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(1, 16)","医疗保健:综合医院,地名地址:行政地名,房产小区:住宅区:住宅小区,公司企业:公司企业,地名地址:行政地名,公司企业:公司企业,医疗保健:专科医院:齿科,公司企业:公司企业,地名地址:行政地名,基础设施:道路附属:路口,文化场馆:科技馆,基础设施:交通设施:公交车站,基础设施:道路附属:路口,购物:其它购物,医疗保健:医疗保健附属,地名地址:道路名,基础设施:道路附属:路口,公司企业:公司企业,公司企业:公司企业,机构团体:政府机关"
"(0, 28)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(0, 27)",None
"(0, 13)","地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,公司企业:公司企业,购物:家具家居建材:家具家居,机构团体:政府机关,地名地址:自然地名:河流,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,机构团体:政府机关"
"(3, 20)",娱乐休闲:户外活动:游乐场
"(0, 19)",None
"(0, 18)","娱乐休闲:户外活动:露营地,地名地址:行政地名,基础设施:道路附属:路口,地名地址:行政地名,地名地址:行政地名"
"(1, 13)","基础设施:道路附属:收费站,生活服务:其它生活服务,旅游景点:其它旅游景点,娱乐休闲:其它娱乐休闲,地名地址:行政地名,汽车:加油站:中石油,旅游景点:纪念馆,旅游景点:纪念馆,地名地址:行政地名,娱乐休闲:其它娱乐休闲,生活服务:丧葬,教育学校:其它教育学校,公司企业:农林牧渔基地,地名地址:行政地名,地名地址:自然地名:河流,娱乐休闲:其它娱乐休闲,地名地址:行政地名,娱乐休闲:户外活动:采摘园,房产小区:住宅区:住宅小区,机构团体:政府机关"
"(2, 13)",None
"(3, 14)","地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,购物:便利店,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,娱乐休闲:茶馆,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:其它地名地址,购物:数码家电,生活服务:丧葬,娱乐休闲:茶馆,汽车:汽车租赁"
"(2, 14)","地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,购物:便利店,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,娱乐休闲:茶馆,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:其它地名地址,购物:数码家电,生活服务:丧葬,娱乐休闲:茶馆,汽车:汽车租赁"
"(4, 13)",None
"(6, 17)",房产小区:住宅区:住宅小区
"(2, 27)",None
"(2, 28)",None
"(0, 25)","娱乐休闲:其它娱乐休闲,机构团体:政府机关,娱乐休闲:户外活动:露营地,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,旅游景点:景点公园附属,公司企业:公司企业,公司企业:公司企业,机构团体:政府机关"
"(0, 22)","地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,旅游景点:风景名胜,机构团体:社会团体,美食:小吃快餐,教育学校:小学,旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,旅游景点:城市广场,地名地址:行政地名,旅游景点:其它旅游景点,娱乐休闲:户外活动:采摘园,地名地址:行政地名,房产小区:住宅区:住宅小区,文化场馆:其它文化场馆,机构团体:政府机关,地名地址:行政地名,娱乐休闲:户外活动:拓展培训"
"(14, 18)","房产小区:住宅区:住宅小区,教育学校:大学,机构团体:政府机关,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,机构团体:政府机关,机构团体:政府机关,地名地址:行政地名,美食:中餐厅:其它中餐厅,美食:小吃快餐,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:职业技术学校,运动健身:足球场,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,购物:综合商场,房产小区:住宅区:住宅小区,房产小区:商务楼宇"
"(14, 23)","美食:中餐厅:其它中餐厅,基础设施:道路附属:桥,购物:其它购物,地名地址:行政地名,地名地址:行政地名,娱乐休闲:户外活动:垂钓园,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,娱乐休闲:户外活动:垂钓园,地名地址:道路名,基础设施:道路附属:路口,公司企业:公司企业"
"(3, 21)",None
"(2, 22)",None
"(1, 22)",None
"(7, 28)","地名地址:行政地名,地名地址:自然地名:河流,地名地址:行政地名,地名地址:行政地名,生活服务:丧葬,地名地址:行政地名,娱乐休闲:其它娱乐休闲,地名地址:行政地名,娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(0, 21)",None
"(6, 28)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(3, 25)","地名地址:行政地名,房产小区:房产小区附属,地名地址:行政地名,机构团体:政府机关,娱乐休闲:酒吧,地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交线路,生活服务:其它生活服务,地名地址:门牌信息,基础设施:道路附属:路口,旅游景点:风景名胜,娱乐休闲:其它娱乐休闲,酒店宾馆:其它酒店宾馆,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关"
"(6, 12)","购物:家具家居建材:建材,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:产业园区,房产小区:产业园区,房产小区:产业园区,基础设施:交通设施:公交车站,公司企业:公司企业,房产小区:产业园区,房产小区:产业园区,地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,购物:超市,基础设施:道路附属:路口,娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:行政地名,酒店宾馆:农家院,公司企业:公司企业"
"(13, 28)",None
"(2, 12)","机构团体:政府机关,公司企业:农林牧渔基地,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,生活服务:美容美发:美容SPA,购物:其它购物,地名地址:道路名,基础设施:道路附属:路口,房产小区:住宅区:住宅小区"
"(6, 19)","公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,房产小区:房产小区附属,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:房产小区附属,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,地名地址:道路名,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:路口,生活服务:其它生活服务"
"(3, 26)",None
"(15, 15)",None
"(25, 21)",None
"(24, 20)",None
"(22, 18)",None
"(21, 18)",None
"(20, 17)",None
"(19, 16)",None
"(18, 16)",None
"(18, 15)",None
"(18, 14)",房产小区:住宅区:住宅小区
"(15, 14)","机构团体:政府机关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:产业园区,酒店宾馆:酒店宾馆,汽车:汽车俱乐部,购物:农贸市场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:商务楼宇,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,娱乐休闲:咖啡厅,房产小区:住宅区:住宅小区"
"(15, 13)","机构团体:政府机关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:产业园区,酒店宾馆:酒店宾馆,汽车:汽车俱乐部,购物:农贸市场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:商务楼宇,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,娱乐休闲:咖啡厅,房产小区:住宅区:住宅小区"
"(16, 15)","教育学校:职业技术学校,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:综合商场:购物中心,美食:中餐厅:川菜,基础设施:交通设施:地铁站,房产小区:住宅区:住宅小区,房产小区:商务楼宇,酒店宾馆:酒店宾馆,银行金融:银行,美食:中餐厅:川菜,教育学校:大学,房产小区:住宅区:住宅小区,旅游景点:风景名胜,机构团体:政府机关,房产小区:房产小区附属,生活服务:宠物服务:宠物医院,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:火锅"
"(17, 15)",文化场馆:博物馆
"(16, 14)","教育学校:职业技术学校,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:综合商场:购物中心,美食:中餐厅:川菜,基础设施:交通设施:地铁站,房产小区:住宅区:住宅小区,房产小区:商务楼宇,酒店宾馆:酒店宾馆,银行金融:银行,美食:中餐厅:川菜,教育学校:大学,房产小区:住宅区:住宅小区,旅游景点:风景名胜,机构团体:政府机关,房产小区:房产小区附属,生活服务:宠物服务:宠物医院,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:火锅"
"(14, 13)",房产小区:产业园区
"(17, 14)",旅游景点:公园
"(16, 13)","娱乐休闲:KTV,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,娱乐休闲:KTV,酒店宾馆:经济型酒店,酒店宾馆:酒店宾馆,购物:家具家居建材,医疗保健:专科医院:其它专科医院,房产小区:商务楼宇,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,美食:中餐厅:其它中餐厅,地名地址:行政地名,娱乐休闲:KTV,娱乐休闲:剧场音乐厅:剧场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区"
"(17, 16)","酒店宾馆:星级酒店,房产小区:住宅区:住宅小区,机构团体:政府机关,银行金融:银行,房产小区:商务楼宇,生活服务:装修,房产小区:住宅区:住宅小区,房产小区:商务楼宇,房产小区:住宅区:住宅小区,银行金融:银行,购物:综合商场:购物中心,娱乐休闲:KTV,酒店宾馆:星级酒店,房产小区:商务楼宇,运动健身:游泳馆,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,房产小区:商务楼宇,购物:综合商场,酒店宾馆:酒店宾馆"
"(14, 16)",房产小区:商务楼宇
"(17, 13)",None
"(18, 13)",房产小区:住宅区:住宅小区
"(15, 16)","房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,房产小区:商务楼宇,酒店宾馆:酒店宾馆,美食:火锅,医疗保健:专科医院:整形,娱乐休闲:咖啡厅,娱乐休闲:洗浴推拿足疗,美食:火锅,房产小区:商务楼宇,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,地名地址:热点区域:商圈类,娱乐休闲:KTV,房产小区:商务楼宇,房产小区:商务楼宇,购物:综合商场:购物中心,房产小区:住宅区:住宅小区"
"(17, 17)",None
"(16, 18)",None
"(17, 23)","教育学校:大学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,基础设施:道路附属:路口,教育学校:大学,基础设施:道路附属:路口,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,基础设施:道路附属:路口,基础设施:道路附属:路口,房产小区:住宅区:住宅小区,地名地址:行政地名,生活服务:其它生活服务"
"(16, 23)","教育学校:大学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,基础设施:道路附属:路口,教育学校:大学,基础设施:道路附属:路口,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,基础设施:道路附属:路口,基础设施:道路附属:路口,房产小区:住宅区:住宅小区,地名地址:行政地名,生活服务:其它生活服务"
"(18, 23)","地名地址:道路名,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,基础设施:道路附属:路口,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:路口,基础设施:道路附属:桥"
"(20, 23)","地名地址:行政地名,公司企业:公司企业,地名地址:热点区域:商圈类,公司企业:企业/工厂,公司企业:公司企业,机构团体:政府机关,公司企业:公司企业,地名地址:其它地名地址,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:其它道路附属,地名地址:行政地名,地名地址:其它地名地址,公司企业:公司企业,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,公司企业:企业/工厂"
"(18, 26)","公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,娱乐休闲:户外活动:垂钓园,公司企业:公司企业,娱乐休闲:户外活动:垂钓园,地名地址:行政地名,公司企业:农林牧渔基地,地名地址:行政地名,娱乐休闲:户外活动:采摘园,地名地址:自然地名:河流,娱乐休闲:酒吧,地名地址:道路名,公司企业:公司企业,基础设施:道路附属:路口"
"(22, 21)","美食:中餐厅:川菜,旅游景点:其它旅游景点,美食:火锅,旅游景点:风景名胜,酒店宾馆:酒店宾馆,美食:火锅,美食:中餐厅:川菜,教育学校:中学,美食:中餐厅:其它中餐厅,教育学校:小学,地名地址:行政地名,旅游景点:公园,运动健身:健身中心,娱乐休闲:KTV,基础设施:道路附属:桥,公司企业:公司企业,美食:火锅,房产小区:房产小区附属,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区"
"(23, 20)","房产小区:住宅区:住宅小区,房产小区:住宅区:别墅,运动健身:高尔夫场,室内及附属设施:通行设施类:门/出入口,基础设施:道路附属:路口,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名"
"(22, 22)","教育学校:培训,地名地址:行政地名,旅游景点:其它旅游景点,基础设施:道路附属:路口,公司企业:公司企业,购物:超市,美食:其它美食,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,房产小区:住宅区:别墅,生活服务:装修,公司企业:公司企业,公司企业:公司企业,教育学校:中学,生活服务:其它生活服务"
"(23, 21)","美食:中餐厅:川菜,旅游景点:其它旅游景点,美食:火锅,旅游景点:风景名胜,酒店宾馆:酒店宾馆,美食:火锅,美食:中餐厅:川菜,教育学校:中学,美食:中餐厅:其它中餐厅,教育学校:小学,地名地址:行政地名,旅游景点:公园,运动健身:健身中心,娱乐休闲:KTV,基础设施:道路附属:桥,公司企业:公司企业,美食:火锅,房产小区:房产小区附属,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区"
"(24, 22)","娱乐休闲:其它娱乐休闲,旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,其它,旅游景点:城市广场,地名地址:行政地名,旅游景点:其它旅游景点,旅游景点:寺庙道观,地名地址:行政地名,地名地址:行政地名,公司企业:其它公司企业"
"(24, 18)","地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,基础设施:道路附属:路口,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,地名地址:行政地名,旅游景点:风景名胜,旅游景点:景点公园附属,基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,旅游景点:景点公园附属,旅游景点:景点公园附属,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关"
"(23, 19)",房产小区:住宅区:住宅小区
"(24, 19)","地名地址:道路名,房产小区:住宅区:住宅小区,地名地址:行政地名,生活服务:邮局速递:物流仓储场地,旅游景点:风景名胜,基础设施:道路附属:桥,公司企业:公司企业,生活服务:其它生活服务,地名地址:行政地名,地名地址:行政地名,医疗保健:药房药店,基础设施:道路附属:路口,房产小区:房产小区附属,房产小区:房产小区附属,房产小区:住宅区:住宅小区,汽车:汽车维修,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:道路出入口,汽车:停车场"
"(24, 16)","旅游景点:其它旅游景点,旅游景点:风景名胜,旅游景点:景点公园附属,购物:便利店,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:桥,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:道路名,地名地址:行政地名,基础设施:道路附属:桥,基础设施:道路附属:路口,基础设施:道路附属:收费站,购物:超市,旅游景点:景点公园附属,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(24, 17)","旅游景点:其它旅游景点,旅游景点:风景名胜,旅游景点:景点公园附属,购物:便利店,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:桥,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:道路名,地名地址:行政地名,基础设施:道路附属:桥,基础设施:道路附属:路口,基础设施:道路附属:收费站,购物:超市,旅游景点:景点公园附属,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(24, 15)",旅游景点:风景名胜
"(24, 13)",基础设施:道路附属:路口
"(26, 13)","购物:眼镜店,教育学校:小学,购物:农贸市场,银行金融:银行,房产小区:住宅区:住宅小区,旅游景点:城市广场,房产小区:住宅区:住宅小区,教育学校:中学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:其它加油站,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:超市,房产小区:住宅区:住宅小区,购物:超市,医疗保健:卫生院,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆"
"(25, 14)",生活服务:装修
"(25, 13)",生活服务:装修
"(24, 14)",None
"(20, 13)",公司企业:公司企业
"(20, 14)",公司企业:公司企业
"(21, 15)",房产小区:住宅区:住宅小区
"(15, 20)",房产小区:产业园区
"(16, 20)",None
"(17, 21)",None
"(18, 22)",None
"(17, 20)",None
"(18, 21)",None
"(20, 20)",None
"(20, 19)",None
"(19, 21)","地名地址:热点区域:商圈类,教育学校:中学,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,美食:小吃快餐,基础设施:交通设施:公交车站,汽车:加油站:其它加油站,购物:数码家电,房产小区:住宅区:住宅小区,教育学校:幼儿园,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:其它地名地址,汽车:驾校,基础设施:交通设施:地铁站,基础设施:交通设施:地铁站,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名"
"(19, 20)","旅游景点:公园,基础设施:公共设施:公共厕所,基础设施:道路附属:路口,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区,地名地址:行政地名,娱乐休闲:户外活动:露营地,美食:火锅,教育学校:其它教育学校,汽车:汽车销售,房产小区:房产小区附属,地名地址:道路名,旅游景点:城市广场,美食:小吃快餐,美食:其它美食,基础设施:道路附属:路口,娱乐休闲:户外活动:游乐场,美食:中餐厅:川菜,娱乐休闲:其它娱乐休闲,娱乐休闲:茶馆"
"(18, 20)","地名地址:热点区域:商圈类,教育学校:中学,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,美食:小吃快餐,基础设施:交通设施:公交车站,汽车:加油站:其它加油站,购物:数码家电,房产小区:住宅区:住宅小区,教育学校:幼儿园,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:其它地名地址,汽车:驾校,基础设施:交通设施:地铁站,基础设施:交通设施:地铁站,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名"
"(20, 18)","房产小区:住宅区:住宅小区,运动健身:综合体育场馆,旅游景点:动物园,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,美食:中餐厅:其它中餐厅,美食:火锅,房产小区:房产小区附属,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,酒店宾馆:公寓式酒店,美食:火锅,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,购物:超市,房产小区:住宅区:住宅小区,教育学校:小学,房产小区:住宅区:住宅小区,生活服务:福利院养老院,公司企业:公司企业"
"(20, 16)","旅游景点:公园,旅游景点:公园,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,机构团体:政府机关,旅游景点:其它旅游景点,旅游景点:城市广场,教育学校:培训,旅游景点:清真寺,地名地址:道路名,公司企业:公司企业,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,生活服务:丧葬,教育学校:培训,生活服务:丧葬,旅游景点:其它旅游景点"
"(19, 18)",美食:火锅
"(21, 20)","旅游景点:国家级景点,基础设施:交通设施:公交车站,基础设施:道路附属:路口,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(21, 17)","旅游景点:城市广场,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,基础设施:交通设施:公交线路,基础设施:交通设施:公交线路,地名地址:行政地名,生活服务:美容美发:美容SPA,地名地址:行政地名,公司企业:公司企业,购物:家具家居建材:灯具用品,生活服务:装修,公司企业:公司企业,公司企业:公司企业,生活服务:邮局速递:速递,公司企业:其它公司企业,生活服务:邮局速递:速递,地名地址:行政地名"
"(23, 15)","美食:其它美食,购物:便利店,教育学校:幼儿园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:药房药店,娱乐休闲:茶馆,汽车:汽车维修,地名地址:行政地名,房产小区:住宅区:住宅小区,生活服务:邮局速递:物流公司,汽车:汽车维修,娱乐休闲:洗浴推拿足疗:按摩,购物:超市,汽车:汽车养护,公司企业:企业/工厂,娱乐休闲:茶馆,娱乐休闲:网吧,购物:农贸市场,购物:商业步行街"
"(23, 14)","美食:其它美食,购物:便利店,教育学校:幼儿园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:药房药店,娱乐休闲:茶馆,汽车:汽车维修,地名地址:行政地名,房产小区:住宅区:住宅小区,生活服务:邮局速递:物流公司,汽车:汽车维修,娱乐休闲:洗浴推拿足疗:按摩,购物:超市,汽车:汽车养护,公司企业:企业/工厂,娱乐休闲:茶馆,娱乐休闲:网吧,购物:农贸市场,购物:商业步行街"
"(22, 15)","美食:其它美食,购物:便利店,教育学校:幼儿园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:药房药店,娱乐休闲:茶馆,汽车:汽车维修,地名地址:行政地名,房产小区:住宅区:住宅小区,生活服务:邮局速递:物流公司,汽车:汽车维修,娱乐休闲:洗浴推拿足疗:按摩,购物:超市,汽车:汽车养护,公司企业:企业/工厂,娱乐休闲:茶馆,娱乐休闲:网吧,购物:农贸市场,购物:商业步行街"
"(22, 14)",None
"(21, 14)",None
"(19, 15)",None
"(20, 15)",None
"(19, 17)",None
"(15, 17)","娱乐休闲:茶馆,娱乐休闲:KTV,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,购物:综合商场:购物中心,美食:冷饮店,美食:冷饮店,娱乐休闲:KTV,娱乐休闲:洗浴推拿足疗,购物:服饰鞋包:鞋店,娱乐休闲:KTV,购物:综合商场,机构团体:公检法机构,银行金融:银行,娱乐休闲:茶馆,房产小区:住宅区:住宅小区,汽车:汽车销售,房产小区:商务楼宇,美食:火锅,房产小区:住宅区:住宅小区"
"(17, 19)","房产小区:商务楼宇,美食:火锅,美食:烧烤,美食:火锅,购物:其它购物,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,娱乐休闲:KTV,美食:火锅,房产小区:商务楼宇,娱乐休闲:茶馆,娱乐休闲:茶馆,公司企业:公司企业,银行金融:银行,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,美食:小吃快餐,娱乐休闲:茶馆,美食:烧烤,房产小区:住宅区:住宅小区"
"(18, 17)","房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:房产小区附属,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,医疗保健:综合医院,美食:中餐厅:川菜,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:便利店,房产小区:住宅区:宿舍,房产小区:住宅区:住宅小区,教育学校:幼儿园,房产小区:住宅区:住宅小区,公司企业:公司企业"
"(18, 18)",教育学校:教育学校附属
"(26, 11)",房产小区:住宅区:住宅小区
"(26, 15)","医疗保健:卫生院,美食:小吃快餐,银行金融:银行,医疗保健:药房药店,房产小区:住宅区:别墅,银行金融:银行,房产小区:住宅区:住宅小区,医疗保健:药房药店,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:农贸市场,购物:服饰鞋包:服装,酒店宾馆:酒店宾馆,教育学校:中学,娱乐休闲:KTV,购物:超市,酒店宾馆:酒店宾馆,购物:超市,酒店宾馆:酒店宾馆"
